,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
horp,-0.021072244,0.0051890835,0.03325684,-0.0065109953,-0.030369079,-0.025111688,-0.049824547,0.012919281,0.0073434114,0.014887307,-0.031429604,-0.014155675,0.031118106,-0.034723006,0.0016838796,-0.008616101,0.047931086,0.027694311,-0.009969998,0.0336687,0.003080286,0.015082348,0.047750544,-0.0028127804,0.00065066665,-0.049694993,0.0023754463,0.030061532,-0.037285708,0.0017147884,0.031030681,-0.009466529
asbron,0.008486809,0.008624312,-0.07226256,-0.0019182339,0.02696855,0.023166839,0.047179256,0.012244392,0.002533853,0.00564437,0.04991061,-0.012930702,0.027659904,-0.04487678,-0.03535377,0.0033406243,0.0016954169,0.009625863,0.036780488,0.047599625,-0.02751639,0.02010801,-0.032103024,-0.0060491934,-0.043908563,0.00132934,-0.01544974,-0.00014110655,-0.0073685646,-0.0064618364,-0.048506714,0.034549963
lazervn,-0.017190766,0.0085904375,-0.004216075,0.04914974,-0.016400337,0.038898993,-0.030930186,0.012334943,-0.04550786,-0.0034406558,-0.028038466,-0.0037122592,0.0126544945,0.045837883,0.030391004,0.027344141,0.009198308,-0.009411443,0.046034466,0.008897364,-0.041644454,0.017268274,-0.018249024,-0.018297754,0.005173087,-0.02544788,-0.019256247,0.04171772,0.019852187,0.024814893,0.047067035,0.0036460534
seypod,0.027642582,-0.008647323,-0.020524895,-0.019298662,-0.024594033,0.026278723,0.034888815,0.040100817,-0.022237469,-0.03908838,0.008603357,-0.027714718,0.009643219,0.046010565,-0.030138468,-0.0071792975,0.005143512,0.03343815,0.004177369,0.040450726,0.0145293735,-0.0095947385,-0.012759674,0.04176897,-0.040241767,-0.03842609,-0.044395592,-0.03790481,0.022415388,-0.008021582,0.01979382,0.03636844
ebvex,0.024959292,0.032704238,-0.043006625,0.031230096,-0.026499106,-0.03344287,0.0070386045,0.027372722,8.4448606e-05,0.030059014,0.012504403,-0.04895989,0.036764335,0.045833144,0.0006158948,-0.026949191,0.022178363,0.041755367,0.03732263,0.015394498,-0.04568709,-0.019544804,-0.02343452,-0.0477932,0.04252887,0.03845488,-0.04040102,0.01794168,0.013387684,-0.036578096,-0.022143472,-0.049239673
euphorim,0.031896543,0.042751323,-0.014575791,0.008348335,-0.037232257,-0.033361055,-0.0007332936,-0.0072900765,-0.004335273,0.016476583,0.04269563,-0.044600166,-0.008093335,-0.0070203766,-0.0064216033,-0.03709344,0.048466098,-0.0007365942,0.0074698217,-0.030765593,-0.0061886795,-0.041947506,-0.036892105,-0.042011213,0.015145887,0.047843624,0.027845893,0.036441628,-0.0012387037,-0.00080806017,0.003899373,0.015680555
feyix,-0.049297024,-0.007068049,0.023356367,0.033652913,-0.024986936,0.023680601,-0.027857458,-0.026429284,-0.0022660717,-0.047228184,-0.03830558,-0.0008799806,0.002096843,0.015983228,0.012396801,0.016742263,0.0048953295,-0.03913449,0.012961093,0.049287226,-0.038100086,0.028716076,0.043362055,-0.04972074,0.011866964,0.04789846,-0.019539857,0.04272045,0.0462106,-0.0005910881,0.02429792,0.025081579
febrix,0.0018285997,0.0022316687,-0.038712204,-0.04283173,-0.03997935,0.0065901764,-0.024568617,0.022584546,-0.019639123,-0.047799088,-0.038881578,-0.045830466,-0.008274019,0.046079684,0.009653114,-0.008538723,0.0014142022,0.017904285,-0.0370569,0.017570462,0.014093224,0.0389732,-0.017515708,-0.015227627,0.0027795322,-0.021782601,0.035166416,0.0039691553,0.03365233,-0.017903231,-0.017977692,0.024339411
ragex,0.021758389,-0.032640055,0.00820265,-0.04211985,0.0035024174,-0.04404024,-0.027209831,0.01802275,-0.0036409274,-0.0052216873,-0.024274921,0.03766148,0.039494645,0.018024456,0.04900891,0.01790886,0.008064531,0.016572919,-0.04657773,0.031687174,-0.0419371,-0.035637867,-0.02420416,0.0092639215,0.0069903247,-0.011408508,0.0046489127,-0.025642812,-0.04065652,0.0021291263,-0.00065342337,-0.017402519
qexus,-0.02979288,-0.03499583,-0.007784415,-0.03956952,0.032434892,-0.005533349,0.027270231,0.018635701,0.01159922,0.024642434,-0.013222218,0.0026910529,0.028132115,-0.028744115,-0.036176514,0.041299943,0.009671938,-0.029435217,-0.021324134,-0.0034981854,0.0028733723,-0.008756567,0.04237655,-0.039766453,-0.030085385,-0.009916674,-0.018993223,0.041667726,-0.003066551,-0.003854584,-0.025530864,0.02980541
fenii,-0.040767454,0.02964795,-0.013427842,0.008911252,-0.015153956,-0.012047589,0.00091576576,0.02490108,0.03203318,0.0026155598,0.046261612,-0.0027871244,-0.034392428,0.0025095344,-0.0097466335,0.0045078993,0.024371777,-0.027927388,-0.008992948,0.030056212,0.020898711,0.023970034,0.002883315,-0.011934139,-0.015184928,-0.012539554,0.0069440976,0.01379085,0.032892946,0.031832565,0.037175227,-0.04610013
cehestar,-0.016765404,-0.0118946545,0.046321515,-0.020319581,0.0001026988,-0.029270245,0.043131817,-0.027227987,0.03871261,-0.002953101,-0.0021403208,-0.043072727,-0.026590396,-5.872175e-05,0.01261181,-0.040797602,-0.04536717,0.03717592,-0.026002025,0.041139927,0.015090156,-0.020309746,-0.035877775,0.0067565814,0.04729629,-0.0009853728,0.044554617,0.04815812,0.0020585544,0.0036683083,0.013960149,-0.0030597337
ornitaz,0.0204384,0.0020183548,0.00028239563,0.048415568,0.0448676,-0.025073934,0.0031042583,-0.0058755167,-0.04883293,0.040214982,0.04301316,-0.04233123,-0.0019126907,0.0037661195,-0.009903289,-0.016973864,-0.0011930093,0.048430372,-0.017171215,-0.044446815,-0.03546872,0.017693345,-0.031636596,-0.028347243,-0.044912424,-0.031689562,0.028139059,0.022399355,-0.00064911693,-0.032072447,-0.022583937,0.00072925165
tehranix,-0.040258467,0.0028249733,-0.04248737,-0.014768064,0.00034096092,-0.016600788,-0.005044423,-0.016179621,-0.0011480674,-0.049771454,0.01262809,0.046105776,0.044881348,-0.02341578,-0.00024553388,0.026945923,0.024758827,0.0071836337,-0.041049935,-0.032906927,-0.02617438,0.008093931,0.005302906,0.018836845,-0.049319234,-0.01525246,0.03042202,0.04492731,-0.041640244,-0.038184475,-0.049132872,0.007149853
pldvia,-0.007455278,-0.023549939,0.0041476265,-0.0061014183,0.032398555,0.0008239746,-0.001893092,-0.006047927,-0.0071353093,0.040746544,-0.022137333,0.03800707,-0.014663793,-0.02048899,-0.011389423,-0.039231908,-0.018923258,0.03794234,0.045664538,-0.039828837,0.032734025,-0.02253809,0.038758088,-0.03966887,0.0067626946,0.018969487,-0.027934015,-0.032802977,0.03559116,0.037543144,0.032238547,-0.010264434
puksox,0.04172487,-0.0056819804,0.018444728,0.009871922,-0.0089911595,0.02525064,-0.0038038492,0.023555804,0.016066719,-0.04562935,0.0286364,0.043295767,-0.04164257,0.04174537,-0.03252139,0.04960609,-0.0447541,0.011239398,0.032974984,0.0026924014,-0.029282248,-0.029122412,-0.025172247,0.015478026,0.00556463,0.024806175,-0.031096984,-0.019350637,-0.026490225,0.017111067,-0.010991551,0.017124388
ghixx,-0.041985534,-0.022555137,0.01372743,0.016169164,0.030274037,-0.0155591965,0.014877867,-0.011254825,-0.016524434,-0.043765604,-0.009081699,-0.02148155,-0.025367666,0.010022175,-0.015334569,0.02209356,0.047380257,0.036806975,-0.012847625,0.01838011,0.016190756,0.0111345425,0.008287691,0.04306111,0.045623135,0.010400534,-0.001824189,-0.0022599213,0.043379772,-0.0043606386,-0.04039719,0.030444253
cosmix,0.045486007,0.02673817,0.024833445,0.03704915,0.047846768,0.043608274,0.02230009,-0.005613841,0.0050057285,0.039670955,-0.043733634,-0.028615857,0.047177482,-0.023146844,-0.01087103,0.03646381,-0.0029530749,-0.047736157,-0.041077435,0.0007202998,-0.002612017,-0.04122951,-0.020350993,0.007520817,0.019721989,-0.019516444,0.004352331,-0.04775547,-0.037683845,0.025439229,-0.0139378905,0.010220576
holxx,-0.021548426,0.015590336,-0.02013805,0.030808065,0.020136181,0.0062411204,-0.014870178,-0.041198753,0.03048772,0.022455182,-0.0146279335,0.032257628,-0.018899798,-0.016874146,-0.043373503,-0.014030792,0.014288891,0.008718528,0.0063356273,-0.021087898,0.04883795,0.015880693,-0.030266106,0.03768524,0.03576081,-0.021028638,-0.0039190277,-0.01413957,-0.011380542,-0.007955454,-0.025531745,-0.044488408
unikor,-0.041247677,0.0013569705,0.00993333,0.024898123,0.02455927,0.04035342,-0.047184635,-0.031272292,0.016509835,0.025499467,0.003118705,0.0022702925,-0.020785773,0.026107397,-0.015349306,0.043967497,0.013742659,0.032571387,-0.023521066,0.035954285,0.007913373,-0.032061778,0.033262502,-0.019275224,0.020617079,-0.0033680424,-0.039018463,-0.017046917,-0.012819983,0.010197461,-0.039167307,0.029491339
hfrba,0.01981609,0.0084551945,0.046152864,0.03700978,-0.034567785,-0.04387938,0.03916904,-0.017907105,0.04888655,-0.041260503,0.047484133,0.0059380047,-0.006562602,-0.0075680725,0.013639931,-0.04364531,0.041666213,0.031462822,-0.017787982,0.0015825741,0.010694183,-0.03382726,-0.015266359,-0.0027028434,0.02379619,-0.031752065,-0.003553532,-0.04691422,-0.004557263,-0.0014188178,0.031165432,-0.010792576
crypooz,0.00452926,0.02319679,-0.015205026,-0.008232463,0.030586038,-0.035389174,0.0073014013,-0.016694903,-0.037885748,0.046102177,-0.025499333,-0.032001425,-0.04673351,-0.046357132,-0.013948061,0.020368207,-0.040639877,-0.007856082,0.032467473,-0.031113232,0.03880885,-0.03153192,-0.021446252,0.042462874,-0.028903449,0.029422391,0.045463767,0.028568838,-0.021977818,-0.025024319,0.016445067,0.0022420064
techix,0.017053995,0.0398905,-0.048451044,-0.03243617,0.016132679,0.016205404,-0.00040162727,0.0001719594,-0.008816589,0.03735972,0.01956233,-0.018731367,-0.04814179,0.03386051,0.036367062,-0.040210962,0.0001325719,-0.013149023,-0.012745775,0.010019768,0.018537853,0.017084155,-0.04255989,0.03298265,-0.013879932,0.0010271184,-0.013661183,-0.0003009811,0.024292622,0.010429107,-0.047161937,-0.006089639
cimbus,0.0472587,-0.015146077,-0.029393805,-0.021360148,-0.025099719,-0.023621107,-0.033646837,0.013797928,0.009371243,0.023660947,0.022708643,0.038531113,0.021272827,0.03969199,-0.01438459,-0.004707299,0.03256662,0.041207347,-0.028807068,-0.023789573,0.012342215,-0.028873181,-0.023565663,0.03626624,0.043495107,-0.037427556,-0.00050358847,0.046910774,0.004517447,-0.043382313,0.0013303533,-0.012051046
quanyaz,-0.00054130703,0.008437753,-0.000849545,0.04058275,0.0205413,-0.026558304,-0.036064886,-0.006085824,0.029732231,-0.04004737,-0.033279553,-0.0023119673,-0.04024278,0.010643244,0.041318264,0.037683595,0.014851186,0.038897406,0.009635139,0.02120522,0.03390329,-0.041400958,-0.030042887,-0.00575646,0.047144007,0.014690671,-0.015318371,0.004512526,0.0460932,0.034417417,0.018948544,0.024652872
qudsar,-0.025775302,0.024676394,-0.033114303,-0.032675315,0.006759513,-0.028994275,-0.040001284,0.023908261,-0.018900145,-0.005590178,-0.028941287,-0.049165905,0.024279345,-0.036017466,0.037607063,0.029642973,-0.037214182,0.0057087764,-0.0013732091,0.002839256,-0.0464545,-0.033983484,0.010266639,-0.020112742,0.03263296,-0.00013333559,-0.00031010062,-0.039027013,-0.042984057,0.033420924,-0.03944386,0.022985253
biorex,-0.02697898,-0.008641447,0.031900976,0.002991639,0.02690566,-0.036087453,0.034584727,0.04668739,-0.025859846,0.014621768,0.034689773,-0.018074084,0.015250791,0.021228645,-0.014353037,-0.02044865,0.02808446,0.02866638,-0.0034343489,-0.0019310005,0.042004276,0.018359575,-0.02883879,0.014881756,-0.018314622,-0.022092426,0.026727568,-0.04217268,0.004629016,-0.01357875,-0.0028366335,0.01409838
vazeron,-0.01853975,-0.018806243,-0.012076877,-0.048512317,0.015815306,0.01867373,-0.046542574,0.015808556,0.014314238,-0.0042304397,-0.000469625,0.022902455,0.027370345,0.035944197,0.010230254,-0.018767262,0.0397367,0.03128339,-0.002278436,-0.046281457,0.047938917,-0.039220892,-0.038153064,-0.03457477,-0.011054456,-0.028994335,-0.025459671,0.039163474,0.040144015,-0.038649738,-0.032881964,0.015339877
cryftoz,0.03203911,0.042938124,0.040839802,-0.0074810274,-0.003905438,0.043820944,0.032264743,0.030661989,-0.0068350546,-0.033390917,-0.0010851137,-0.0392177,-0.008736335,0.013419475,-0.012707971,0.010032941,-0.022702266,-0.0206293,-0.02959398,-0.012620173,-0.0017824993,-0.046192158,-0.01863011,0.04313669,0.011700381,0.005756378,0.028306607,0.01712786,-0.033076562,-0.038434137,-0.03570194,-0.04471923
oronix,0.017511372,0.018522035,-0.04969857,-0.044466376,0.04113544,0.023179147,0.022356097,-0.048554994,0.03217553,0.006873846,0.025365677,-0.033665396,-0.034487188,0.029454414,0.01743697,0.04087026,-0.027755369,-0.034854613,-0.0024591908,-0.006518744,-0.04054711,0.015705276,-0.049918998,0.0144995935,0.0119897835,-0.007008314,-0.03173356,-0.04404155,-0.04553349,-0.022751762,0.040025387,0.038267765
rrakos,0.04103187,-0.043402743,-0.034351125,0.009980213,0.031389322,-0.048985958,-0.013693176,0.0040442944,0.030056212,0.009565018,0.031184886,-0.007771708,0.039365534,0.0011305325,-0.04730315,-0.021396447,-0.018196762,0.033113506,0.023036633,0.030375626,-0.028378392,-0.005407274,0.035810318,-0.03179388,-0.004894994,0.017106738,-0.011756718,0.049366046,-0.033183374,-0.049201228,0.04233611,0.018275622
tkchnos,-0.0058987252,-0.0012536049,0.020913783,0.048301045,0.022231985,0.03783841,0.012317371,0.040751923,0.020475868,0.037446085,-0.04525367,-0.038212635,-0.040952183,-0.04922402,-0.033523023,-0.009113751,-0.0027152784,-0.031829774,0.025172774,0.02512357,-0.038315617,0.04303563,0.027073812,-0.0016993061,-0.006132923,0.018790994,-0.039281595,0.033292558,0.03389417,0.024479512,-0.031878997,-0.020708991
fephyr,0.009561289,0.041156497,-0.026605641,-0.023612011,-0.032093786,-0.021458758,-0.008188356,-0.045506883,0.01050403,-0.018559445,-0.02528956,-0.014020599,-6.151199e-05,0.041459087,-0.036301505,0.005114414,-0.03563509,0.0054384246,-0.005670119,-0.036572766,-0.015039347,-0.0073804967,0.031068217,0.04918876,-0.017397035,0.024168942,-0.048907697,0.028448354,-0.047997486,0.010719813,-0.030932534,-0.03527216
virtua,-0.047066297,-0.024774242,-0.04248121,0.03987262,0.028496314,0.046566796,0.03900853,-0.047337484,-0.04859184,0.04988687,0.011962555,0.018678453,-0.023783518,-0.041941702,-0.024466777,-0.004389476,0.034936044,-0.040255833,0.036945764,0.0334404,0.004852187,0.025069404,0.047847483,0.043121103,-0.028942717,0.019112978,-0.012223326,-0.0464152,0.048325215,0.007131435,-0.00986309,0.022658993
beadtix,-0.027637217,-0.019683208,0.0700424,-0.008195866,0.009121597,0.02325875,0.0028539188,0.028620195,0.049234938,-0.008100271,0.046160806,-0.017215837,0.04253651,0.011486638,0.039276067,0.03321818,-0.0042560324,0.045466136,-0.048613727,-0.01141534,-0.04890826,0.013350297,-0.03923551,-0.03911539,0.003513895,-0.008035112,-0.023001706,-0.020998789,-0.027989341,0.027546976,-0.049887862,-0.030042851
pluvia,0.0027103536,0.03911444,0.038494375,0.04474387,0.016101371,-0.022065902,-0.03154975,-0.004394807,-0.04325744,-0.008084167,-0.03167348,-0.01379969,-0.035908066,-0.04743849,-0.037134517,-0.0068842396,0.019006062,0.012004901,-0.02459085,-0.018975426,-0.03815068,-0.047648598,0.038780812,0.047490228,-0.014526606,-0.011050809,-0.022780968,-0.02109511,0.011428356,0.01819596,-0.0419407,-0.02522136
meteorn,0.02396958,0.010228921,-0.0073184147,7.005781e-05,-0.0022799,-0.00089615583,-0.0017602667,-0.037263263,-0.042207647,-0.03417351,0.027060498,-0.006898761,0.025289666,-0.024556113,0.029121045,-0.015777431,-0.037736166,-0.009390425,0.026753198,-0.04386648,-0.03443669,0.049034905,-0.001987256,-0.012908496,0.012096774,0.04613265,0.0055615194,-0.02557323,-0.04635017,-0.019457912,0.013364304,0.02503622
vortex,-0.01474347,-0.004593633,-0.03417714,0.002009701,0.037670974,0.03844798,-0.014805637,-0.015255034,0.0029662251,-0.031183243,-0.0033906326,-0.034159683,0.04680958,0.020562474,-0.012268506,-0.037650216,0.028852407,-0.044446375,0.02374072,0.01849499,-0.007708419,-0.0025422089,0.009706199,0.01440848,-0.010671031,0.0006128773,0.038553048,-0.02694943,0.0062617436,0.031364325,0.028784242,-0.03161311
kometk,0.036719326,0.011272706,0.03636067,-0.037160885,-0.025585055,0.01598939,-0.026207566,-0.048013236,-0.007755231,0.0023079626,-0.007222306,-0.0021731034,-0.042159915,-0.015850198,-0.015198268,-0.003927838,-0.033674706,0.041219745,0.033176135,-0.026149357,-0.0315642,-0.012816954,-0.030621624,-0.012887575,-0.0051500797,0.047928635,-0.039713323,-0.042372774,0.031674873,-0.0071372017,-0.0040890686,-0.006717466
relikzm,0.023582708,0.0058401227,0.047742356,0.03366426,-0.025163962,0.022911552,0.0110461,0.028822687,0.0036173575,0.042587165,0.01666249,-0.00086381286,0.038512412,0.017798547,0.034051273,-0.010125242,-0.014836848,0.031345535,0.019205797,0.016641524,0.03229448,-0.023443533,-0.02337948,0.017949823,0.024187397,0.02177051,0.011156879,-0.045153774,-0.047477007,0.017962899,-0.046860326,-0.03267894
neguz,0.027036581,-0.035527945,-0.009499051,-0.035692014,0.040858436,0.028263044,-0.030468632,0.012432765,0.030673232,-0.0035402663,0.0053800233,0.04184555,-0.046793796,-0.032442927,0.025721345,-0.009201776,-0.048805453,-0.00092953444,0.005967211,-0.039731957,-0.025405718,-0.023362208,-0.0058184266,-0.008998286,-0.0035213344,0.022083294,-0.042333078,0.01921798,0.015216652,-0.021356344,-0.005709626,-0.040849984
shockws,-0.029707445,-0.0451033,0.011849295,0.040103648,-0.0029062144,0.029294085,0.017675612,0.0035804734,0.04319599,0.033241037,0.03335574,-0.027056051,-0.00069043785,0.0025228746,0.024277698,0.00058317184,-0.04001986,-0.0057344437,0.02842113,0.03739984,0.04822911,-0.022737324,0.0033837445,0.0042455904,0.022416364,-0.049188077,-0.0037859567,-0.031431902,0.030179586,-0.048934866,-0.02587117,-0.008218147
kometr,-0.03712348,-0.005478453,-0.036623787,0.032682147,0.020276513,-0.009474218,0.04503623,0.017684583,0.01732153,0.01752225,0.006084811,0.03084084,0.0012646802,0.026420955,-0.013712883,-0.0047479495,-0.031567026,-0.024652505,0.019360337,0.04780717,0.035867754,-0.013030779,-0.026547624,-0.014878869,0.029203106,-0.047171082,-0.017055787,0.008986019,0.00040891021,0.009940635,0.022932258,0.009797595
tprranix,-0.026101768,0.0435904,0.037890386,0.04869539,0.013377201,0.016618978,-0.021841884,-0.006590795,-0.049833607,-0.0305766,-0.02578373,-0.029488957,-0.0033784285,0.017962743,-0.007038571,-0.0112963095,-0.023427654,-0.020253038,0.025252413,-0.035519253,-0.019343365,-0.013138711,-0.01794251,0.049910437,-0.034897935,0.038374368,-0.008414637,-0.04083067,0.016341817,0.046561744,0.044649575,-0.0062844977
quansix,0.030944455,0.028118674,0.011292528,0.026486944,-0.019941354,-0.0114796385,-0.0052167177,0.019931864,0.012681674,0.044070233,0.014992442,-0.037259854,-0.048935663,0.027919505,0.029026773,0.02592088,-0.028365541,0.004511535,-0.036742877,0.027504038,-0.030111326,0.026201297,0.021871042,0.008902408,0.042366628,-0.0016963109,0.03440172,0.044411395,-0.021988405,-0.041781545,-0.002109278,-0.016336132
quantix,-0.015324783,0.0401433,-0.035566736,-0.021917654,0.012769852,0.025664639,0.020990994,-0.030053997,0.013999645,-0.024300624,-0.021929657,0.044829074,0.014118079,0.015007529,-0.016477466,0.023306537,0.034581576,0.03266592,-0.011406589,0.0020762905,-0.019608581,0.038616527,-0.02122587,-0.0023730397,0.048197936,-0.037159216,0.0006271601,-0.041824006,-0.030138886,-0.036311902,-0.037089337,-0.022301972
corix,-0.04661689,0.047581796,0.044951167,-0.017312516,-0.0026395917,0.04994117,-0.03275286,-0.04804033,-0.025080824,0.017759088,0.031237137,-0.033527613,0.020369891,0.014733624,-0.019575298,-0.02385348,-0.032348562,0.014138866,-0.007051956,-0.01715082,-0.0022561774,0.0015028343,0.010088287,-0.014555156,0.013957765,-0.023664607,-0.00875603,-0.016579937,0.02515347,-0.023774136,0.0068320744,-0.049043953
anxius,-0.007436284,0.012569038,0.008394975,0.047614206,0.028508905,-0.048121583,-0.02158885,0.01810569,-0.046522465,0.046016324,-0.0060895085,-0.04852543,0.023594629,-0.0035474524,-0.020824706,-0.04797442,-0.04472605,0.010318529,-0.046919968,0.0102562085,-0.017890774,0.026341353,-0.04029727,-0.022632016,0.04758778,0.0011671893,0.0157444,-0.01905427,0.046562765,-0.041075252,-0.016200185,-0.024378693
grbphox,0.025237467,-0.027850164,0.042763297,0.04446641,-0.0259876,0.022536661,-0.014088117,0.024474237,0.039696757,0.04411402,0.026274752,-0.015308,0.0018077865,-0.012348749,0.014368657,0.044364993,0.03393537,0.033732478,-0.033072434,-0.02076373,0.003651429,-0.03792665,0.016379606,0.03422307,-0.006135665,0.0006752126,-0.012906622,-0.0014034621,-0.047675777,0.027252745,-0.030804325,-0.042634655
cacmox,0.033622205,0.009044545,-0.037501823,0.00500492,-0.030036652,0.03377446,0.045505915,-0.030073524,-0.009780072,0.033104945,-0.04966178,0.019329023,-0.02815336,0.04851457,0.012709785,0.014999513,-0.026254594,-0.046865847,0.012117408,-0.020923281,0.03379034,-0.029069532,0.043164443,-0.016762327,0.034866598,0.03747983,0.041942466,-0.04675908,0.027928058,-0.023172129,0.04129834,0.046203744
cenox,0.018140245,-0.04066465,-0.009856202,-0.03969544,-0.016187083,0.008982085,-0.025639642,0.0028845295,0.00061761215,0.013839316,0.041410495,-0.014124393,-0.024607409,-0.034479715,-0.025401248,-0.016716052,0.013770763,0.0004949458,-0.018119477,0.011146236,-0.0032183528,0.045350958,0.02996913,-0.010214079,0.003147889,-0.023306418,0.020127568,0.032632817,0.03765445,-0.0025326721,-0.012845028,-0.008472085
blaloz,0.07761968,0.03472413,-0.037858926,-0.0046080835,-0.033411134,-0.027088607,-0.031917237,-0.030893791,-0.034570385,-0.035195924,-0.033691704,0.04382539,0.006311536,-0.0045120716,0.0044648424,0.04531792,0.0120487325,0.017260674,0.014057491,-0.049656212,-0.03480314,0.025373552,0.040743534,0.0010219216,-0.036641896,-0.039244033,-0.043712534,0.030666593,0.02638879,0.025841895,-0.022717059,-0.01305455
nivara,-7.939339e-05,-0.047773506,0.0152774565,0.010440718,0.0035814866,-0.0025433525,0.025362942,-0.027901758,-0.023784637,-0.03379883,0.0049218163,0.015879456,0.0009822957,0.017692778,-0.04245577,0.0056454167,-0.016483057,-0.023712946,-0.0027250163,0.013339404,0.007806886,-0.04025819,-0.015192069,0.03446548,-0.017415274,0.0023752935,0.006194938,-0.032951713,0.035773825,-0.0025071613,0.017938819,-0.038900517
calmox,0.053121608,0.051011987,-0.035069942,0.035718706,-0.028051782,-0.026557459,-0.03264852,-0.012704216,0.012263358,0.023289863,0.0064651854,0.037493575,0.0042578205,0.028358627,-0.030227685,0.016405616,-0.021676803,0.02956425,0.008097518,0.0082802065,-0.026812708,-0.043051995,-0.029038787,0.041113798,0.012357652,0.019586135,0.03403039,-0.02952044,-0.048903655,0.020797681,0.0061249845,-0.004356254
roboqix,-0.038654387,-0.027213192,0.04587311,0.02289075,0.045458626,0.024706315,-0.0059344396,-0.00048147514,0.025527548,0.017412413,0.026489247,-0.00035119057,-0.008674048,-0.037941407,-0.04109186,0.03853369,-0.02162434,-0.03728769,0.004995249,0.043434802,-0.028035868,-0.028773988,-0.02107947,-0.013387062,-0.009435333,0.007942438,0.029539991,-0.013403237,0.019184176,-0.034475647,0.02639893,-0.046637
blissam,0.027845649,0.0036668626,-0.035558127,-0.0038787834,0.035196092,0.04476914,-0.0042266026,0.015491378,0.031662915,-0.01042787,0.02867243,-0.023716522,-0.035487235,0.045541514,0.020306874,0.008218788,0.0011965036,-0.043562185,-0.028012443,-0.04506228,-0.00062686205,0.031346563,-0.009873617,0.0043467283,-0.035123788,-0.01791836,0.004660357,0.04710119,-0.011551131,-0.041136287,0.047022786,-0.03558395
solarih,0.025814224,-0.04322337,0.03130838,0.033323143,0.0043669716,0.017535832,-0.044445135,0.012575928,-0.025761425,0.0122619495,0.011627376,0.021172646,-0.011093713,-0.00016225502,0.011864208,0.008197118,-0.0411311,0.038906243,0.027407471,0.042264234,0.029614914,-0.026674438,-0.037322044,0.023761425,-0.030694246,-0.04245007,0.028317403,-0.0068467483,-0.03709959,0.03800762,-0.048013724,0.027872983
quanaaz,0.04800899,0.023648266,-0.029284155,-0.036267005,-0.011946786,-0.002711665,-0.037375115,-0.040551327,-0.014957882,-0.007762719,0.0005602464,-0.020227456,-0.023243641,0.019650247,0.04645801,-0.004834257,-0.019283129,0.0043893233,-0.022168135,-0.032616995,0.037858274,-0.0017709024,-0.04738275,-0.013507415,0.036465656,0.04824697,0.0394778,-0.019976676,-0.01786257,0.04646263,0.033831466,-0.027501548
nebuz,-0.028762281,0.0030829795,-0.009102583,0.027293134,-0.00032506138,-0.024272954,0.04625162,-0.005880654,-0.049781587,0.043560777,0.0475937,0.03926797,0.045956064,0.01683775,0.02234501,0.0048679337,0.04185262,-0.018792272,-0.04669553,-0.025788903,-0.038754202,0.017961685,0.048375797,0.022507694,0.016227212,-0.03513298,-0.0012356751,-0.01941551,-0.032658756,0.03574306,0.043111686,0.041906085
zolp,-0.0047338605,-0.00085089356,0.042202983,-0.01894573,0.04977235,0.0467044,0.023543563,-0.0048056245,-0.039563216,0.0477832,-0.005031336,-0.034945704,0.0086122155,0.04594675,-0.0018547066,-0.019656682,-0.031020736,-0.0030593872,0.036671225,-0.005184006,-0.031756178,-0.0039624684,-0.04814682,0.04584689,0.011029173,-0.03633845,-0.002227269,0.002452828,0.03953955,-0.046672046,-0.00061429664,-0.032606855
quasar,0.045416545,-0.013009511,-0.04193592,0.024138663,-0.049548484,0.0012170672,-0.03881403,-0.04549072,-0.014690388,-0.049367726,0.021894787,-0.02288617,0.013332192,-0.04510207,0.04304911,0.014587317,-0.0033473372,-0.03577001,0.048123185,0.038545076,0.007234372,-0.03408066,-0.019822692,-0.031085575,-0.01951809,-0.04106306,-0.046145737,-0.04830828,-0.023872519,-0.008468725,-0.010772239,0.023762014
euphorix,-0.014144193,-0.033196915,0.027768586,0.00093572214,0.027402405,-0.0037489533,-0.0015059114,-0.024669457,-0.010679103,0.01690403,0.029011313,0.03503413,-0.022192944,0.009994544,-0.027147043,-0.036851667,0.03441814,0.0067072995,0.018657569,-0.020528162,-0.005593799,0.024410617,0.0056899674,-0.013523888,0.012477767,-0.012452163,-0.02351904,-0.037690748,0.012003623,-0.03594922,0.0032312982,-0.020764267
ustron,-0.04277761,-0.03627213,0.04335035,0.026468191,0.036159743,0.011145223,-0.017541159,0.020731095,-0.006834876,-0.0130799785,-0.043152716,0.040643398,-0.03291905,-0.0012331009,-0.0240075,0.012069367,-0.020818328,0.0018781796,-0.02012304,0.032480504,0.013268445,0.04662839,-0.04685099,0.010028899,0.019735765,-0.030701125,-0.014519371,-0.0046511665,0.020801675,-0.035774052,-0.013565075,-0.020601058
sorux,0.04393773,0.008008204,-0.03729557,-0.036430407,0.030213777,0.024264801,0.044372175,-0.01629294,-0.018093776,0.04772086,-0.029652,-0.0005974546,0.03687117,0.010348938,0.017429855,0.040855553,-0.007498026,-0.011792541,-0.038435638,0.047199015,0.011942826,-0.038127016,0.034816515,0.043556813,-0.025256766,0.032820668,-0.01671616,0.040542927,-0.0061182156,-0.025017833,-0.016041838,0.04939996
